%DataLog%
Filename: LONG_DRIVE_BMW_M3_S58.csv
Vehicle ID: BMW-M3-G80-S58
Logger: Bootmod3 v2.5.1
--------------------------------------------------
Timestamp [s],(RAM) Engine Speed [1/min],Accel. Pedal [%],Throttle Angle [%],Boost (Pre-Throttle) [psig],(RAM) Boost Pressure (Target) [psig],Lambda Act. [AFR],Mass Air Flow [g/s],Ignition Timing [deg],Ignition Timing Corr. Cyl 3 [deg],HPFP Act. [psig],LPFP Act. (Raw) [psig],WGDC (Actual) [%],Oil Temp [deg C],Coolant Temp [deg C],Vehicle Speed [mph],Gear [-],STFT [%],Battery Voltage [V] 
95.448,1410.0,0.0,10.0,-7.0,24.5,14.77,11.73,30.6,0.0,1205.0,71.0,7.0,76.2,76.7,15.4,2,-0.74,13.74
95.548,1410.0,0.0,10.0,-7.0,24.5,14.76,4.22,30.6,0.0,1225.0,71.0,7.0,76.3,76.7,15.3,2,-0.59,13.74
95.648,1400.0,0.0,10.0,-7.0,24.5,14.74,9.61,30.6,0.0,1180.0,71.0,7.0,76.3,76.7,15.2,2,-0.42,13.74
95.748,1400.0,0.0,10.0,-7.0,24.5,14.72,7.3,30.6,0.0,1156.0,71.0,7.0,76.3,76.7,15.1,2,-0.23,13.74
95.848,1400.0,0.0,10.0,-7.0,24.5,14.7,9.45,30.6,0.0,1184.0,71.0,7.0,76.3,76.8,15.0,2,-0.04,13.74
95.948,1390.0,0.0,10.0,-7.0,24.5,14.68,7.07,30.6,0.0,1229.0,71.0,7.0,76.4,76.8,14.9,2,0.16,13.74
96.048,1390.0,0.0,10.0,-7.0,24.5,14.66,7.84,30.6,0.0,1185.0,71.0,7.0,76.4,76.8,14.8,2,0.35,13.74
96.148,1380.0,0.0,10.0,-7.0,24.5,14.65,11.17,30.6,0.0,1199.0,71.0,7.0,76.4,76.8,14.7,2,0.53,13.74
96.248,1380.0,0.0,10.0,-7.0,24.5,14.63,9.34,30.6,0.0,1198.0,71.0,7.0,76.5,76.8,14.6,2,0.69,13.74
96.348,1380.0,0.0,10.0,-7.0,24.5,14.62,9.6,30.6,0.0,1182.0,71.0,7.0,76.5,76.9,14.5,2,0.82,13.74
96.448,1370.0,0.0,10.0,-7.0,24.5,14.61,13.53,30.6,0.0,1224.0,71.0,7.0,76.5,76.9,14.4,2,0.92,13.74
96.548,1370.0,0.0,10.0,-7.0,24.5,14.6,10.94,30.6,0.0,1215.0,71.0,7.0,76.5,76.9,14.3,2,0.98,13.74
96.648,1360.0,0.0,10.0,-7.0,24.5,14.6,13.04,30.6,0.0,1198.0,71.0,7.0,76.6,76.9,14.2,2,1.0,13.74
96.748,1360.0,0.0,10.0,-7.0,24.5,14.6,9.71,30.6,0.0,1188.0,71.0,7.0,76.6,76.9,14.1,2,0.98,13.74
96.848,1360.0,0.0,10.0,-7.0,24.5,14.61,9.64,30.6,0.0,1201.0,71.0,7.0,76.6,76.9,14.0,2,0.92,13.74
96.948,1350.0,0.0,10.0,-7.0,24.5,14.62,9.43,30.6,0.0,1201.0,71.0,7.0,76.6,77.0,13.9,2,0.83,13.74
97.049,1350.0,0.0,10.0,-7.0,24.5,14.63,11.51,30.6,0.0,1207.0,71.0,7.0,76.7,77.0,13.8,2,0.7,13.74
97.149,1340.0,0.0,10.0,-7.0,24.5,14.65,6.58,30.6,0.0,1179.0,71.0,7.0,76.7,77.0,13.7,2,0.55,13.74
97.249,1340.0,0.0,10.0,-7.0,24.5,14.66,10.81,30.6,0.0,1164.0,71.0,7.0,76.7,77.0,13.6,2,0.37,13.74
97.349,1340.0,0.0,10.0,-7.0,24.5,14.68,11.55,30.6,0.0,1220.0,71.0,7.0,76.8,77.0,13.5,2,0.18,13.74
97.449,1330.0,0.0,10.0,-7.0,24.5,14.7,11.49,30.6,0.0,1154.0,71.0,7.0,76.8,77.0,13.4,2,-0.02,13.74
97.549,1330.0,0.0,10.0,-7.0,24.5,14.72,8.8,30.6,0.0,1220.0,71.0,7.0,76.8,77.1,13.3,2,-0.22,13.74
97.649,1320.0,0.0,10.0,-7.0,24.5,14.74,8.06,30.6,0.0,1201.0,71.0,7.0,76.8,77.1,13.2,2,-0.41,13.74
97.749,1320.0,0.01332235339938574,10.0,-7.0,24.5,14.76,11.99,30.6,0.0,1175.0,71.0,7.0,76.9,77.1,13.1,2,-0.58,13.74
97.849,1320.0,1.512680634204443,11.2,-7.0,24.5,14.77,6.59,30.6,0.0,1229.0,71.0,7.8,76.9,77.1,13.1,2,-0.73,13.74
97.949,1310.0,3.0082580012127287,12.4,-7.0,24.5,14.79,8.19,30.6,0.0,1205.0,71.0,8.7,76.9,77.1,13.0,2,-0.85,13.74
98.049,1310.0,4.49631628988857,13.6,-7.0,24.5,14.79,9.3,30.6,0.0,1159.0,71.0,9.5,77.0,77.2,12.9,2,-0.94,13.74
98.149,1310.0,5.973136129475947,14.8,-7.0,24.5,14.8,12.69,30.6,0.0,1226.0,71.0,10.4,77.0,77.2,12.9,2,-0.99,13.74
98.249,1310.0,7.435026239488795,15.9,-7.0,24.5,14.8,6.47,30.6,0.0,1199.0,71.0,11.1,77.0,77.2,12.9,2,-1.0,13.74
98.349,1310.0,8.878332655989732,17.1,-7.0,24.5,14.8,8.29,30.6,0.0,1230.0,71.0,12.0,77.0,77.2,12.9,2,-0.97,13.74
98.449,1310.0,10.299447864596962,18.2,-7.0,24.5,14.79,7.15,30.6,0.0,1234.0,71.0,12.7,77.1,77.2,12.9,2,-0.9,13.74
98.549,1310.0,11.694819817391357,19.4,-7.0,24.5,14.78,9.94,30.6,0.0,1211.0,71.0,13.6,77.1,77.2,12.9,2,-0.8,13.74
98.649,1310.0,13.060960811186796,20.4,5.01,24.5,14.77,27.11,20.99,0.0,1195.0,71.0,14.3,77.1,77.3,12.9,2,-0.66,13.74
98.749,1310.0,14.394456204971167,21.5,5.27,24.5,14.75,30.33,20.78,0.0,1213.0,71.0,15.0,77.1,77.3,13.0,2,-0.5,13.74
98.849,1320.0,15.691972954730982,22.6,5.53,24.5,14.73,23.94,20.58,0.0,1201.0,71.0,15.8,77.2,77.3,13.0,2,-0.31,13.74
98.949,1320.0,16.95026794432551,23.6,5.77,24.5,14.71,27.33,20.38,0.0,1194.0,71.0,16.5,77.2,77.3,13.1,2,-0.12,13.74
99.05,1320.0,18.16619609158803,24.5,6.01,24.5,14.69,27.93,20.19,0.0,1208.0,71.0,17.2,77.2,77.3,13.2,2,0.08,13.74
99.15,1330.0,19.336718209393705,25.5,6.24,24.5,14.67,26.79,20.01,0.0,1226.0,71.0,17.8,77.3,77.3,13.3,2,0.28,13.74
99.25,1330.0,20.45890860204407,26.4,6.46,24.5,14.65,28.4,19.83,0.0,1231.0,71.0,18.5,77.3,77.4,13.4,2,0.46,13.74
99.35,1330.0,21.529962377982944,27.2,6.67,24.5,14.64,28.99,19.66,0.0,1174.0,71.0,19.0,77.3,77.4,13.5,2,0.63,13.74
99.45,1340.0,22.547202460564517,28.0,6.87,24.5,14.62,27.92,19.5,0.0,1187.0,71.0,19.6,77.3,77.4,13.6,2,0.77,13.74
99.55,1340.0,23.50808627935066,28.8,7.06,24.5,14.61,28.64,19.35,0.0,1170.0,71.0,20.2,77.4,77.4,13.7,2,0.88,13.74
99.65,1350.0,24.41021212521316,29.5,7.23,24.5,14.6,30.3,19.21,0.0,1198.0,71.0,20.6,77.4,77.4,13.9,2,0.96,13.74
99.75,1360.0,25.25132515335535,30.2,7.4,24.5,14.6,27.0,19.08,0.0,1184.0,71.0,21.1,77.4,77.4,14.0,2,1.0,13.74
99.85,1360.0,26.02932301925007,30.8,7.55,24.5,14.6,29.17,18.96,0.0,1192.0,71.0,21.6,77.4,77.5,14.2,2,0.99,13.74
99.95,1370.0,26.742261133406046,31.4,7.69,24.5,14.6,32.14,18.85,0.0,1229.0,71.0,22.0,77.5,77.5,14.4,2,0.95,13.74
100.05,1380.0,27.38835752182883,31.9,7.82,24.5,14.61,30.77,18.75,0.0,1234.0,71.0,22.3,77.5,77.5,14.5,2,0.87,13.74
100.15,1380.0,27.965997280027953,32.4,7.93,24.5,14.62,30.72,18.65,0.0,1157.0,71.0,22.7,77.5,77.5,14.7,2,0.76,13.74
100.25,1390.0,28.473736609436838,32.8,8.03,24.5,14.64,32.54,18.58,0.0,1210.0,71.0,23.0,77.6,77.5,14.9,2,0.61,13.74
100.35,1400.0,28.910306426157494,33.1,8.12,24.5,14.66,32.41,18.51,0.0,1163.0,71.0,23.2,77.6,77.6,15.1,2,0.45,13.74
100.45,1410.0,29.27461553300929,33.4,8.19,24.5,14.67,32.25,18.45,0.0,1239.0,71.0,23.4,77.6,77.6,15.3,2,0.26,13.74
100.55,1410.0,29.565753346953592,33.7,8.24,24.5,14.69,32.29,18.4,0.0,1212.0,71.0,23.6,77.6,77.6,15.5,2,0.06,13.74
100.65,1420.0,29.782992175077215,33.8,8.29,24.5,14.71,33.07,18.37,0.0,1198.0,71.0,23.7,77.7,77.6,15.7,2,-0.14,13.74
100.75,1430.0,29.92578903344563,33.9,8.32,24.5,14.73,32.25,18.35,0.0,1230.0,71.0,23.7,77.7,77.6,15.9,2,-0.33,13.74
100.85,1440.0,29.99378700428008,34.0,8.33,24.5,14.75,30.71,18.34,0.0,1191.0,71.0,23.8,77.7,77.6,16.1,2,-0.51,13.74
100.95,1450.0,29.98681612806613,34.0,8.33,24.5,14.77,33.94,18.34,0.0,1181.0,71.0,23.8,77.7,77.7,16.3,2,-0.67,13.74
101.051,1450.0,29.904893828363978,33.9,8.31,24.5,14.78,34.17,18.35,0.0,1220.0,71.0,23.7,77.8,77.7,16.5,2,-0.81,13.74
101.151,1460.0,29.748224868258546,33.8,8.28,24.5,14.79,35.81,18.38,0.0,1193.0,71.0,23.7,77.8,77.7,16.7,2,-0.91,13.74
101.251,1470.0,29.517200838558484,33.6,8.24,24.5,14.8,33.48,18.41,0.0,1183.0,71.0,23.5,77.8,77.7,16.9,2,-0.97,13.74
101.351,1480.0,29.212399179023055,33.4,8.18,24.5,14.8,33.06,18.46,0.0,1241.0,71.0,23.4,77.9,77.7,17.1,2,-1.0,13.74
101.451,1480.0,28.834581735063466,33.1,8.1,24.5,14.8,35.9,18.52,0.0,1206.0,71.0,23.2,77.9,77.7,17.2,2,-0.99,13.74
101.551,1490.0,28.384692853526122,32.7,8.01,24.5,14.79,31.91,18.59,0.0,1223.0,71.0,22.9,77.9,77.8,17.4,2,-0.93,13.74
101.651,1500.0,27.863857022317212,32.3,7.91,24.5,14.78,34.85,18.67,0.0,1194.0,71.0,22.6,77.9,77.8,17.6,2,-0.84,13.74
101.751,1510.0,27.27337605976872,31.8,7.8,24.5,14.77,35.01,18.76,0.0,1208.0,71.0,22.3,78.0,77.8,17.8,2,-0.72,13.74
101.851,1510.0,26.614725860770484,31.3,7.67,24.5,14.76,29.48,18.87,0.0,1170.0,71.0,21.9,78.0,77.8,17.9,2,-0.57,13.74
101.951,1520.0,25.889552707801602,30.7,7.52,24.5,14.74,31.47,18.98,0.0,1235.0,71.0,21.5,78.0,77.8,18.1,2,-0.39,13.74
102.051,1530.0,25.09966915608168,30.1,7.37,24.5,14.72,30.12,19.1,0.0,1186.0,71.0,21.1,78.0,77.8,18.3,2,-0.2,13.74
102.151,1530.0,24.247049503126505,29.4,7.2,24.5,14.7,32.01,19.24,0.0,1201.0,71.0,20.6,78.1,77.9,18.4,2,-0.0,13.74
102.251,1540.0,23.333824854032784,28.7,7.02,24.5,14.68,33.29,19.38,0.0,1192.0,71.0,20.1,78.1,77.9,18.5,2,0.2,13.74
102.351,1540.0,22.36227779482505,27.9,6.83,24.5,14.66,31.62,19.53,0.0,1199.0,71.0,19.5,78.1,77.9,18.7,2,0.39,13.74
102.451,1550.0,21.334836687179397,27.1,6.63,24.5,14.64,31.97,19.69,0.0,1210.0,71.0,19.0,78.2,77.9,18.8,2,0.56,13.74
102.551,1550.0,20.25406959878403,26.2,6.42,24.5,14.63,34.59,19.86,0.0,1190.0,71.0,18.3,78.2,77.9,18.9,2,0.71,13.74
102.651,1550.0,19.122677884507166,25.3,6.2,24.5,14.62,30.65,20.04,0.0,1171.0,71.0,17.7,78.2,78.0,19.0,2,0.84,13.74
102.751,1560.0,17.943489434417156,24.4,5.97,24.5,14.61,32.36,20.23,0.0,1209.0,71.0,17.1,78.2,78.0,19.0,2,0.93,13.74
102.851,1560.0,16.719451605529752,23.4,5.73,24.5,14.6,33.89,20.42,0.0,1208.0,71.0,16.4,78.3,78.0,19.1,2,0.98,13.74
102.951,1560.0,15.4536238549506,22.4,5.48,24.5,14.6,35.12,20.62,0.0,1211.0,71.0,15.7,78.3,78.0,19.2,2,1.0,13.74
103.052,1560.0,14.149170092825884,21.3,5.22,24.5,14.6,32.45,20.82,0.0,1227.0,71.0,14.9,78.3,78.0,19.2,2,0.97,13.74
103.152,1560.0,12.80935077421435,20.2,4.96,24.5,14.61,31.3,21.03,0.0,1217.0,71.0,14.1,78.4,78.0,19.2,2,0.91,13.74
103.252,1570.0,11.437514749648203,19.2,-7.0,24.5,14.62,13.51,30.6,0.0,1211.0,71.0,13.4,78.4,78.1,19.3,2,0.81,13.74
103.352,1570.0,10.037090894750472,18.0,-7.0,24.5,14.63,15.22,30.6,0.0,1195.0,71.0,12.6,78.4,78.1,19.3,2,0.68,13.74
103.452,1560.0,8.611579539831752,16.9,-7.0,24.5,14.65,9.49,30.6,0.0,1207.0,71.0,11.8,78.4,78.1,19.2,2,0.52,13.74
103.552,1560.0,7.164543720887482,15.7,-7.0,24.5,14.67,8.36,30.6,0.0,1196.0,71.0,11.0,78.5,78.1,19.2,2,0.34,13.74
103.652,1560.0,5.699600273863132,14.6,-7.0,24.5,14.69,13.23,30.6,0.0,1217.0,71.0,10.2,78.5,78.1,19.2,2,0.14,13.74
103.752,1560.0,4.220410794448566,13.4,-7.0,24.5,14.71,10.89,30.6,0.0,1206.0,71.0,9.4,78.5,78.1,19.1,2,-0.05,13.74
103.852,1560.0,2.73067248599533,12.2,-7.0,24.5,14.73,13.58,30.6,0.0,1203.0,71.0,8.5,78.5,78.2,19.0,2,-0.25,13.74
103.952,1550.0,1.2341089184338458,11.0,-7.0,24.5,14.74,11.32,30.6,0.0,1203.0,71.0,7.7,78.6,78.2,18.9,2,-0.44,13.74
104.052,1550.0,0.0,10.0,-7.0,24.5,14.76,10.35,30.6,0.0,1216.0,71.0,7.0,78.6,78.2,18.8,2,-0.61,13.74
104.152,1540.0,0.0,10.0,-7.0,24.5,14.78,7.6,30.6,0.0,1201.0,71.0,7.0,78.6,78.2,18.7,2,-0.75,13.74
104.252,1540.0,0.0,10.0,-7.0,24.5,14.79,11.19,30.6,0.0,1188.0,71.0,7.0,78.7,78.2,18.6,2,-0.87,13.74
104.352,1540.0,0.0,10.0,-7.0,24.5,14.8,13.23,30.6,0.0,1191.0,71.0,7.0,78.7,78.3,18.5,2,-0.95,13.74
104.452,1530.0,0.0,10.0,-7.0,24.5,14.8,10.24,30.6,0.0,1193.0,71.0,7.0,78.7,78.3,18.4,2,-0.99,13.74
104.552,1530.0,0.0,10.0,-7.0,24.5,14.8,12.13,30.6,0.0,1198.0,71.0,7.0,78.7,78.3,18.3,2,-1.0,13.74
104.652,1520.0,0.0,10.0,-7.0,24.5,14.8,14.3,30.6,0.0,1222.0,71.0,7.0,78.8,78.3,18.2,2,-0.96,13.74
104.752,1520.0,0.0,10.0,-7.0,24.5,14.79,12.85,30.6,0.0,1193.0,71.0,7.0,78.8,78.3,18.1,2,-0.89,13.74
104.852,1520.0,0.0,10.0,-7.0,24.5,14.78,12.31,30.6,0.0,1174.0,71.0,7.0,78.8,78.3,18.0,2,-0.77,13.74
104.952,1510.0,0.0,10.0,-7.0,24.5,14.76,9.56,30.6,0.0,1162.0,71.0,7.0,78.8,78.4,17.9,2,-0.63,13.74
105.053,1510.0,0.0,10.0,-7.0,24.5,14.75,12.14,30.6,0.0,1195.0,71.0,7.0,78.9,78.4,17.8,2,-0.47,13.74
105.153,1500.0,0.0,10.0,-7.0,24.5,14.73,13.51,30.6,0.0,1230.0,71.0,7.0,78.9,78.4,17.7,2,-0.28,13.74
105.253,1500.0,0.0,10.0,-7.0,24.5,14.71,11.32,30.6,0.0,1197.0,71.0,7.0,78.9,78.4,17.6,2,-0.09,13.74
105.353,1500.0,0.0,10.0,-7.0,24.5,14.69,11.93,30.6,0.0,1172.0,71.0,7.0,79.0,78.4,17.5,2,0.11,13.74
105.453,1490.0,0.0,10.0,-7.0,24.5,14.67,9.88,30.6,0.0,1177.0,71.0,7.0,79.0,78.4,17.4,2,0.31,13.74
105.553,1490.0,0.0,10.0,-7.0,24.5,14.65,9.15,30.6,0.0,1236.0,71.0,7.0,79.0,78.5,17.3,2,0.49,13.74
105.653,1480.0,0.0,10.0,-7.0,24.5,14.63,11.29,30.6,0.0,1230.0,71.0,7.0,79.0,78.5,17.2,2,0.65,13.74
105.753,1480.0,0.0,10.0,-7.0,24.5,14.62,10.31,30.6,0.0,1206.0,71.0,7.0,79.1,78.5,17.1,2,0.79,13.74
105.853,1480.0,0.0,10.0,-7.0,24.5,14.61,12.8,30.6,0.0,1184.0,71.0,7.0,79.1,78.5,17.0,2,0.9,13.74
105.953,1470.0,0.0,10.0,-7.0,24.5,14.6,8.27,30.6,0.0,1224.0,71.0,7.0,79.1,78.5,16.9,2,0.97,13.74
106.053,1470.0,0.0,10.0,-7.0,24.5,14.6,12.77,30.6,0.0,1206.0,71.0,7.0,79.2,78.6,16.8,2,1.0,13.74
106.153,1460.0,0.0,10.0,-7.0,24.5,14.6,13.39,30.6,0.0,1225.0,71.0,7.0,79.2,78.6,16.7,2,0.99,13.74
106.253,1460.0,0.0,10.0,-7.0,24.5,14.61,12.03,30.6,0.0,1186.0,71.0,7.0,79.2,78.6,16.6,2,0.94,13.74
106.353,1460.0,0.0,10.0,-7.0,24.5,14.61,7.19,30.6,0.0,1218.0,71.0,7.0,79.2,78.6,16.5,2,0.86,13.74
106.453,1450.0,0.0,10.0,-7.0,24.5,14.63,9.22,30.6,0.0,1173.0,71.0,7.0,79.3,78.6,16.4,2,0.74,13.74
106.553,1450.0,0.0,10.0,-7.0,24.5,14.64,10.94,30.6,0.0,1180.0,71.0,7.0,79.3,78.6,16.3,2,0.59,13.74
106.653,1440.0,0.0,10.0,-7.0,24.5,14.66,11.26,30.6,0.0,1205.0,71.0,7.0,79.3,78.7,16.2,2,0.42,13.74
106.753,1440.0,0.0,10.0,-7.0,24.5,14.68,9.53,30.6,0.0,1196.0,71.0,7.0,79.3,78.7,16.1,2,0.23,13.74
106.853,1440.0,0.0,10.0,-7.0,24.5,14.7,11.86,30.6,0.0,1217.0,71.0,7.0,79.4,78.7,16.0,2,0.03,13.74
106.953,1430.0,0.0,10.0,-7.0,24.5,14.72,11.36,30.6,0.0,1194.0,71.0,7.0,79.4,78.7,15.9,2,-0.17,13.74
107.054,1430.0,0.0,10.0,-7.0,24.5,14.74,15.41,30.6,0.0,1189.0,71.0,7.0,79.4,78.7,15.8,2,-0.36,13.74
107.154,1420.0,0.0,10.0,-7.0,24.5,14.75,9.35,30.6,0.0,1209.0,71.0,7.0,79.5,78.7,15.7,2,-0.54,13.74
107.254,1420.0,0.0,10.0,-7.0,24.5,14.77,9.86,30.6,0.0,1211.0,71.0,7.0,79.5,78.8,15.6,2,-0.7,13.74
107.354,1420.0,0.0,10.0,-7.0,24.5,14.78,10.54,30.6,0.0,1176.0,71.0,7.0,79.5,78.8,15.5,2,-0.83,13.74
107.454,1410.0,0.0,10.0,-7.0,24.5,14.79,10.4,30.6,0.0,1214.0,71.0,7.0,79.5,78.8,15.4,2,-0.92,13.74
107.554,1410.0,0.0,10.0,-7.0,24.5,14.8,11.14,30.6,0.0,1214.0,71.0,7.0,79.6,78.8,15.3,2,-0.98,13.74
107.654,1400.0,0.0,10.0,-7.0,24.5,14.8,6.87,30.6,0.0,1216.0,71.0,7.0,79.6,78.8,15.2,2,-1.0,13.74
107.754,1400.0,0.0,10.0,-7.0,24.5,14.8,13.12,30.6,0.0,1205.0,71.0,7.0,79.6,78.8,15.1,2,-0.98,13.74
107.854,1400.0,0.0,10.0,-7.0,24.5,14.79,14.19,30.6,0.0,1180.0,71.0,7.0,79.6,78.9,15.0,2,-0.92,13.74
107.954,1390.0,0.0,10.0,-7.0,24.5,14.78,11.27,30.6,0.0,1213.0,71.0,7.0,79.7,78.9,14.9,2,-0.82,13.74
108.054,1390.0,0.0,10.0,-7.0,24.5,14.77,10.97,30.6,0.0,1187.0,71.0,7.0,79.7,78.9,14.8,2,-0.7,13.74
108.154,1380.0,0.0,10.0,-7.0,24.5,14.75,13.21,30.6,0.0,1227.0,71.0,7.0,79.7,78.9,14.7,2,-0.54,13.74
108.254,1380.0,0.0,10.0,-7.0,24.5,14.74,15.84,30.6,0.0,1153.0,71.0,7.0,79.8,78.9,14.6,2,-0.36,13.74
108.354,1380.0,0.0,10.0,-7.0,24.5,14.72,9.08,30.6,0.0,1189.0,71.0,7.0,79.8,79.0,14.5,2,-0.17,13.74
108.454,1370.0,0.0,10.0,-7.0,24.5,14.7,9.79,30.6,0.0,1228.0,71.0,7.0,79.8,79.0,14.4,2,0.03,13.74
108.554,1370.0,0.0,10.0,-7.0,24.5,14.68,12.39,30.6,0.0,1206.0,71.0,7.0,79.8,79.0,14.3,2,0.23,13.74
108.654,1360.0,0.0,10.0,-7.0,24.5,14.66,8.92,30.6,0.0,1241.0,71.0,7.0,79.9,79.0,14.2,2,0.42,13.74
108.754,1360.0,0.0,10.0,-7.0,24.5,14.64,8.34,30.6,0.0,1229.0,71.0,7.0,79.9,79.0,14.1,2,0.59,13.74
108.854,1360.0,0.0,10.0,-7.0,24.5,14.63,11.18,30.6,0.0,1192.0,71.0,7.0,79.9,79.0,14.0,2,0.74,13.74
108.954,1350.0,0.0,10.0,-7.0,24.5,14.61,11.76,30.6,0.0,1219.0,71.0,7.0,79.9,79.1,13.9,2,0.86,13.74
109.055,1350.0,0.0,10.0,-7.0,24.5,14.61,7.82,30.6,0.0,1229.0,71.0,7.0,80.0,79.1,13.8,2,0.94,13.74
109.155,1340.0,0.0,10.0,-7.0,24.5,14.6,13.22,30.6,0.0,1195.0,71.0,7.0,80.0,79.1,13.7,2,0.99,13.74
109.255,1340.0,0.0,10.0,-7.0,24.5,14.6,10.31,30.6,0.0,1190.0,71.0,7.0,80.0,79.1,13.6,2,1.0,13.74
109.355,1340.0,0.0,10.0,-7.0,24.5,14.6,6.09,30.6,0.0,1198.0,71.0,7.0,80.1,79.1,13.5,2,0.97,13.74
109.455,1330.0,0.0,10.0,-7.0,24.5,14.61,13.35,30.6,0.0,1175.0,71.0,7.0,80.1,79.1,13.4,2,0.9,13.74
109.555,1330.0,0.0,10.0,-7.0,24.5,14.62,8.2,30.6,0.0,1190.0,71.0,7.0,80.1,79.2,13.3,2,0.79,13.74
109.655,1320.0,0.0,10.0,-7.0,24.5,14.63,12.54,30.6,0.0,1227.0,71.0,7.0,80.1,79.2,13.2,2,0.65,13.74
109.755,1320.0,0.0,10.0,-7.0,24.5,14.65,6.63,30.6,0.0,1162.0,71.0,7.0,80.2,79.2,13.1,2,0.49,13.74
109.855,1320.0,0.0,10.0,-7.0,24.5,14.67,8.26,30.6,0.0,1157.0,71.0,7.0,80.2,79.2,13.0,2,0.31,13.74
109.955,1310.0,0.0,10.0,-7.0,24.5,14.69,8.68,30.6,0.0,1178.0,71.0,7.0,80.2,79.2,12.9,2,0.11,13.74
110.055,1310.0,0.0,10.0,-7.0,24.5,14.71,10.52,30.6,0.0,1186.0,71.0,7.0,80.2,79.2,12.8,2,-0.09,13.74
110.155,1300.0,0.0,10.0,-7.0,24.5,14.73,7.9,30.6,0.0,1190.0,71.0,7.0,80.3,79.3,12.7,2,-0.28,13.74
110.255,1300.0,0.0,10.0,-7.0,24.5,14.75,13.5,30.6,0.0,1215.0,71.0,7.0,80.3,79.3,12.6,2,-0.47,13.74
110.355,1300.0,0.5177374348968965,10.4,-7.0,24.5,14.76,9.27,30.6,0.0,1232.0,71.0,7.3,80.3,79.3,12.6,2,-0.64,13.74
110.455,1290.0,2.0162421757643543,11.6,-7.0,24.5,14.78,12.5,30.6,0.0,1203.0,71.0,8.1,80.4,79.3,12.5,2,-0.78,13.74
110.555,1290.0,3.5097073612309213,12.8,-7.0,24.5,14.79,7.47,30.6,0.0,1225.0,71.0,9.0,80.4,79.3,12.4,2,-0.89,13.74
110.655,1290.0,4.994400106114777,14.0,-7.0,24.5,14.8,12.51,30.6,0.0,1172.0,71.0,9.8,80.4,79.4,12.4,2,-0.96,13.74
110.755,1290.0,6.46660945176664,15.2,-7.0,24.5,14.8,11.07,30.6,0.0,1194.0,71.0,10.6,80.4,79.4,12.3,2,-1.0,13.74
110.855,1290.0,7.9226556415341856,16.3,-7.0,24.5,14.8,10.29,30.6,0.0,1208.0,71.0,11.4,80.5,79.4,12.3,2,-0.99,13.74
110.955,1290.0,9.358899318237192,17.5,-7.0,24.5,14.79,9.71,30.6,0.0,1206.0,71.0,12.2,80.5,79.4,12.3,2,-0.95,13.74
111.056,1290.0,10.771750620665049,18.6,-7.0,24.5,14.79,10.04,30.6,0.0,1211.0,71.0,13.0,80.5,79.4,12.3,2,-0.87,13.74
111.156,1290.0,12.157678156360623,19.7,-7.0,24.5,14.78,9.57,30.6,0.0,1201.0,71.0,13.8,80.6,79.4,12.3,2,-0.75,13.74
111.256,1290.0,13.513217828261679,20.8,5.1,24.5,14.76,29.32,20.92,0.0,1192.0,71.0,14.6,80.6,79.5,12.4,2,-0.61,13.74
111.356,1290.0,14.834981493139882,21.9,5.36,24.5,14.74,25.06,20.71,0.0,1192.0,71.0,15.3,80.6,79.5,12.4,2,-0.44,13.74
111.456,1290.0,16.119665430194242,22.9,5.61,24.5,14.73,23.29,20.51,0.0,1244.0,71.0,16.0,80.6,79.5,12.5,2,-0.25,13.74
111.556,1300.0,17.364058598632507,23.9,5.85,24.5,14.71,27.83,20.32,0.0,1187.0,71.0,16.7,80.7,79.5,12.5,2,-0.05,13.74
111.656,1300.0,18.565050663601177,24.9,6.09,24.5,14.69,24.28,20.13,0.0,1212.0,71.0,17.4,80.7,79.5,12.6,2,0.15,13.74
111.756,1300.0,19.719639770402328,25.8,6.32,24.5,14.67,22.68,19.95,0.0,1209.0,71.0,18.1,80.7,79.5,12.7,2,0.34,13.74
111.856,1310.0,20.824940047567335,26.7,6.53,24.5,14.65,26.63,19.77,0.0,1202.0,71.0,18.7,80.7,79.6,12.8,2,0.52,13.74
111.956,1310.0,21.878188820032545,27.5,6.74,24.5,14.63,27.35,19.61,0.0,1183.0,71.0,19.2,80.8,79.6,13.0,2,0.68,13.74
112.056,1320.0,22.87675351438808,28.3,6.93,24.5,14.62,26.63,19.45,0.0,1214.0,71.0,19.8,80.8,79.6,13.1,2,0.81,13.74
112.156,1320.0,23.81813823894064,29.1,7.12,24.5,14.61,30.09,19.31,0.0,1170.0,71.0,20.4,80.8,79.6,13.2,2,0.91,13.74
112.256,1330.0,24.699990022142448,29.8,7.29,24.5,14.6,30.28,19.17,0.0,1204.0,71.0,20.9,80.9,79.6,13.4,2,0.98,13.74
112.356,1340.0,25.520104693795034,30.4,7.45,24.5,14.6,29.42,19.04,0.0,1180.0,71.0,21.3,80.9,79.7,13.5,2,1.0,13.74
112.456,1340.0,26.27643239432673,31.0,7.6,24.5,14.6,29.28,18.92,0.0,1207.0,71.0,21.7,80.9,79.7,13.7,2,0.98,13.74
112.556,1350.0,26.967082698374018,31.6,7.74,24.5,14.61,32.83,18.81,0.0,1219.0,71.0,22.1,80.9,79.7,13.9,2,0.93,13.74
